Latitude,Longitude,UTC,Parameter,Unit,Value,RawConcentration,AQI,Category,SiteName,AgencyName,FullAQSCode,IntlAQSCode
39.800339,-75.21212,2026-01-01T12:00,PM2.5,UG/M3,2.3,-1.1,13,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-01T12:00,PM2.5,UG/M3,2.3,1.4,13,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-01T12:00,PM2.5,UG/M3,2.5,1.6,14,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-01T12:00,PM2.5,UG/M3,2.7,1.8,15,1,FAB,Philadelphia Air Management Services,421010057,840421010057
40.00892,-75.09777,2026-01-01T12:00,PM2.5,UG/M3,3.7,2.9,21,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-01T12:00,PM2.5,UG/M3,2.7,2.2,15,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.989036,-75.050008,2026-01-01T12:00,PM2.5,UG/M3,0.0,-1.3,0,1,Pennsauken PM,New Jersey Dept. of Environmental Protection,840340071007,840340071007
39.422272,-75.0252,2026-01-01T12:00,PM2.5,UG/M3,3.0,0.9,17,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-01T12:00,PM2.5,UG/M3,3.7,2.6,21,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-01T12:00,PM2.5,UG/M3,4.9,4.8,27,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-01T12:00,PM2.5,UG/M3,3.4,-999.0,19,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-01T12:00,PM2.5,UG/M3,9.3,9.9,51,2,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-01T12:00,PM2.5,UG/M3,3.6,5.8,20,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-01T12:00,PM2.5,UG/M3,0.5,-4.0,3,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-01T12:00,PM2.5,UG/M3,3.4,0.3,19,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-01T12:00,PM2.5,UG/M3,0.0,-3.9,0,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-01T12:00,PM2.5,UG/M3,1.8,0.0,10,1,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-01T12:00,PM2.5,UG/M3,2.4,1.0,13,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-01T12:00,PM2.5,UG/M3,4.0,-1.1,22,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-01T12:00,PM2.5,UG/M3,3.5,0.6,19,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-01T12:00,PM2.5,UG/M3,10.4,9.0,53,2,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.725452,-74.052292,2026-01-01T12:00,PM2.5,UG/M3,0.5,-1.3,3,1,Jersey City FH,New Jersey Dept. of Environmental Protection,340171003,840340171003
40.770908,-74.036218,2026-01-01T12:00,PM2.5,UG/M3,2.3,-0.5,13,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-01T12:00,PM2.5,UG/M3,10.6,10.9,54,2,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-01T12:00,PM2.5,UG/M3,2.9,1.7,16,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-01T12:00,PM2.5,UG/M3,2.7,-3.7,15,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-01T12:00,PM2.5,UG/M3,2.5,1.0,14,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-01T12:00,PM2.5,UG/M3,10.5,8.0,54,2,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-01T12:00,PM2.5,UG/M3,3.2,1.9,18,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-01T12:00,PM2.5,UG/M3,10.4,8.6,53,2,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-01T12:00,PM2.5,UG/M3,3.0,1.3,17,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-01T13:00,PM2.5,UG/M3,1.9,1.5,11,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-01T13:00,PM2.5,UG/M3,1.9,1.5,11,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-01T13:00,PM2.5,UG/M3,2.1,1.8,12,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-01T13:00,PM2.5,UG/M3,1.9,1.2,11,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-01T13:00,PM2.5,UG/M3,1.5,1.4,8,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-01T13:00,PM2.5,UG/M3,1.8,1.0,10,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-01T13:00,PM2.5,UG/M3,1.7,1.1,9,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-01T13:00,PM2.5,UG/M3,1.5,1.5,8,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-01T13:00,PM2.5,UG/M3,2.1,2.3,12,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-01T13:00,PM2.5,UG/M3,1.5,1.1,8,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-01T13:00,PM2.5,UG/M3,1.1,-0.1,6,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-01T13:00,PM2.5,UG/M3,1.7,1.1,9,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-01T13:00,PM2.5,UG/M3,1.9,1.3,11,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-01T13:00,PM2.5,UG/M3,2.1,1.4,12,1,FAB,Philadelphia Air Management Services,421010057,840421010057
39.923969,-75.122314,2026-01-01T13:00,PM2.5,UG/M3,-999.0,-1.5,-999,-999,South Camden,New Jersey Dept. of Environmental Protection,340070010,840340070010
40.00892,-75.09777,2026-01-01T13:00,PM2.5,UG/M3,2.6,1.5,14,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-01T13:00,PM2.5,UG/M3,2.0,1.4,11,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.989036,-75.050008,2026-01-01T13:00,PM2.5,UG/M3,0.0,-999.0,0,1,Pennsauken PM,New Jersey Dept. of Environmental Protection,840340071007,840340071007
39.422272,-75.0252,2026-01-01T13:00,PM2.5,UG/M3,2.7,2.4,15,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-01T13:00,PM2.5,UG/M3,2.8,2.0,16,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-01T13:00,PM2.5,UG/M3,4.9,-999.0,27,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-01T13:00,PM2.5,UG/M3,0.0,-1.6,0,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-01T13:00,PM2.5,UG/M3,9.3,-999.0,51,2,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-01T13:00,PM2.5,UG/M3,2.8,2.1,16,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-01T13:00,PM2.5,UG/M3,0.0,-1.1,0,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-01T13:00,PM2.5,UG/M3,1.1,-1.2,6,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-01T13:00,PM2.5,UG/M3,0.0,-4.8,0,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-01T13:00,PM2.5,UG/M3,1.8,-999.0,10,1,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-01T13:00,PM2.5,UG/M3,1.7,1.0,9,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-01T13:00,PM2.5,UG/M3,4.0,-999.0,22,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-01T13:00,PM2.5,UG/M3,0.3,-2.9,2,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-01T13:00,PM2.5,UG/M3,9.8,9.2,52,2,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.725452,-74.052292,2026-01-01T13:00,PM2.5,UG/M3,0.0,-4.6,0,1,Jersey City FH,New Jersey Dept. of Environmental Protection,340171003,840340171003
40.770908,-74.036218,2026-01-01T13:00,PM2.5,UG/M3,0.3,-1.7,2,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-01T13:00,PM2.5,UG/M3,7.8,5.0,43,1,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-01T13:00,PM2.5,UG/M3,2.2,1.4,12,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-01T13:00,PM2.5,UG/M3,0.0,-4.7,0,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-01T13:00,PM2.5,UG/M3,1.8,1.1,10,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-01T13:00,PM2.5,UG/M3,9.6,8.8,52,2,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-01T13:00,PM2.5,UG/M3,2.4,1.6,13,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-01T13:00,PM2.5,UG/M3,11.3,12.3,55,2,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-01T13:00,PM2.5,UG/M3,2.1,1.3,12,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-01T14:00,PM2.5,UG/M3,2.2,2.5,12,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-01T14:00,PM2.5,UG/M3,1.4,0.9,8,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-01T14:00,PM2.5,UG/M3,1.6,1.2,9,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-01T14:00,PM2.5,UG/M3,1.6,1.4,9,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-01T14:00,PM2.5,UG/M3,1.5,1.6,8,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-01T14:00,PM2.5,UG/M3,1.4,1.1,8,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-01T14:00,PM2.5,UG/M3,2.7,3.8,15,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-01T14:00,PM2.5,UG/M3,1.5,1.6,8,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-01T14:00,PM2.5,UG/M3,2.1,2.2,12,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-01T14:00,PM2.5,UG/M3,1.3,1.2,7,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-01T14:00,PM2.5,UG/M3,0.0,-1.9,0,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-01T14:00,PM2.5,UG/M3,1.5,1.3,8,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-01T14:00,PM2.5,UG/M3,2.0,2.1,11,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-01T14:00,PM2.5,UG/M3,1.8,1.6,10,1,FAB,Philadelphia Air Management Services,421010057,840421010057
39.923969,-75.122314,2026-01-01T14:00,PM2.5,UG/M3,0.0,-4.2,0,1,South Camden,New Jersey Dept. of Environmental Protection,340070010,840340070010
40.00892,-75.09777,2026-01-01T14:00,PM2.5,UG/M3,2.1,1.7,12,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-01T14:00,PM2.5,UG/M3,2.0,1.9,11,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.422272,-75.0252,2026-01-01T14:00,PM2.5,UG/M3,1.4,0.2,8,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-01T14:00,PM2.5,UG/M3,2.6,2.4,14,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-01T14:00,PM2.5,UG/M3,3.7,3.1,21,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-01T14:00,PM2.5,UG/M3,0.0,-1.7,0,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-01T14:00,PM2.5,UG/M3,6.6,5.3,37,1,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-01T14:00,PM2.5,UG/M3,1.1,-0.5,6,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-01T14:00,PM2.5,UG/M3,0.0,-999.0,0,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-01T14:00,PM2.5,UG/M3,1.1,-999.0,6,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-01T14:00,PM2.5,UG/M3,0.0,2.5,0,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.5802,-74.1994,2026-01-01T14:00,PM2.5,UG/M3,1.6,1.5,9,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-01T14:00,PM2.5,UG/M3,0.0,-2.5,0,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-01T14:00,PM2.5,UG/M3,1.5,2.7,8,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-01T14:00,PM2.5,UG/M3,9.3,8.8,51,2,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.725452,-74.052292,2026-01-01T14:00,PM2.5,UG/M3,0.0,1.7,0,1,Jersey City FH,New Jersey Dept. of Environmental Protection,340171003,840340171003
40.770908,-74.036218,2026-01-01T14:00,PM2.5,UG/M3,2.1,4.0,12,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-01T14:00,PM2.5,UG/M3,8.4,9.0,47,1,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-01T14:00,PM2.5,UG/M3,2.4,2.7,13,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-01T14:00,PM2.5,UG/M3,0.0,-2.6,0,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-01T14:00,PM2.5,UG/M3,1.7,1.6,9,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-01T14:00,PM2.5,UG/M3,9.3,9.1,51,2,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-01T14:00,PM2.5,UG/M3,2.3,2.2,13,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-01T14:00,PM2.5,UG/M3,10.5,9.7,54,2,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-01T14:00,PM2.5,UG/M3,2.1,2.1,12,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-01T15:00,PM2.5,UG/M3,2.3,2.4,13,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-01T15:00,PM2.5,UG/M3,1.1,0.8,6,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-01T15:00,PM2.5,UG/M3,1.3,1.1,7,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-01T15:00,PM2.5,UG/M3,1.7,1.9,9,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-01T15:00,PM2.5,UG/M3,1.6,1.8,9,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-01T15:00,PM2.5,UG/M3,1.5,1.7,8,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-01T15:00,PM2.5,UG/M3,2.5,2.4,14,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-01T15:00,PM2.5,UG/M3,1.5,1.6,8,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-01T15:00,PM2.5,UG/M3,1.9,1.8,11,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-01T15:00,PM2.5,UG/M3,1.4,1.5,8,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-01T15:00,PM2.5,UG/M3,2.2,4.9,12,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-01T15:00,PM2.5,UG/M3,1.5,1.6,8,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-01T15:00,PM2.5,UG/M3,2.0,2.0,11,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-01T15:00,PM2.5,UG/M3,2.2,2.5,12,1,FAB,Philadelphia Air Management Services,421010057,840421010057
39.923969,-75.122314,2026-01-01T15:00,PM2.5,UG/M3,0.0,-0.7,0,1,South Camden,New Jersey Dept. of Environmental Protection,340070010,840340070010
40.00892,-75.09777,2026-01-01T15:00,PM2.5,UG/M3,2.2,2.2,12,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-01T15:00,PM2.5,UG/M3,2.3,2.6,13,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.989036,-75.050008,2026-01-01T15:00,PM2.5,UG/M3,-999.0,-1.2,-999,-999,Pennsauken PM,New Jersey Dept. of Environmental Protection,840340071007,840340071007
39.422272,-75.0252,2026-01-01T15:00,PM2.5,UG/M3,0.6,-0.1,3,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-01T15:00,PM2.5,UG/M3,4.5,6.4,25,1,TOR,Philadelphia Air Management Services,421010075,840421010075
40.515251,-74.806755,2026-01-01T15:00,PM2.5,UG/M3,3.9,4.2,22,1,Flemington,New Jersey Dept. of Environmental Protection,340190001,840340190001
40.222421,-74.763167,2026-01-01T15:00,PM2.5,UG/M3,0.0,-3.7,0,1,Trenton,New Jersey Dept. of Environmental Protection,840340210008,840340210008
40.283092,-74.742645,2026-01-01T15:00,PM2.5,UG/M3,4.0,2.1,22,1,Rider University,New Jersey Dept. of Environmental Protection,340210005,840340210005
39.46487,-74.448738,2026-01-01T15:00,PM2.5,UG/M3,0.0,-3.5,0,1,Brigantine,New Jersey Dept. of Environmental Protection,340010006,840340010006
39.36326,-74.431,2026-01-01T15:00,PM2.5,UG/M3,0.0,-1.5,0,1,Atlantic City PM,New Jersey Dept. of Environmental Protection,840340011006,840340011006
40.462181,-74.429436,2026-01-01T15:00,PM2.5,UG/M3,0.6,0.4,3,1,Rutgers University,New Jersey Dept. of Environmental Protection,340230011,840340230011
40.603943,-74.276176,2026-01-01T15:00,PM2.5,UG/M3,0.0,-0.4,0,1,Rahway PM,New Jersey Dept. of Environmental Protection,340392003,840340392003
40.641441,-74.208366,2026-01-01T15:00,PM2.5,UG/M3,-999.0,2.7,-999,-999,Elizabeth Trailer,New Jersey Dept. of Environmental Protection,340390004,840340390004
40.5802,-74.1994,2026-01-01T15:00,PM2.5,UG/M3,1.6,1.7,9,1,Fresh Kills,New York Dept. of Environmental Conservation,360850111,840360850111
39.994908,-74.170447,2026-01-01T15:00,PM2.5,UG/M3,2.4,4.5,13,1,Toms River,New Jersey Dept. of Environmental Protection,840340292002,840340292002
40.918381,-74.168092,2026-01-01T15:00,PM2.5,UG/M3,0.0,-2.0,0,1,Paterson,New Jersey Dept. of Environmental Protection,840340310005,840340310005
40.63306,-74.137156,2026-01-01T15:00,PM2.5,UG/M3,8.1,7.0,45,1,Port Richmond,New York Dept. of Environmental Conservation,840360850055,840360850055
40.725452,-74.052292,2026-01-01T15:00,PM2.5,UG/M3,0.8,1.8,4,1,Jersey City FH,New Jersey Dept. of Environmental Protection,340171003,840340171003
40.770908,-74.036218,2026-01-01T15:00,PM2.5,UG/M3,3.3,4.5,18,1,Union City High School,New Jersey Dept. of Environmental Protection,840340170008,840340170008
41.182079,-74.028191,2026-01-01T15:00,PM2.5,UG/M3,7.0,5.7,39,1,Rockland Cty,New York Dept. of Environmental Conservation,360870005,840360870005
40.641819,-74.018707,2026-01-01T15:00,PM2.5,UG/M3,3.9,5.3,22,1,Bklyn - PS 314,New York Dept. of Environmental Conservation,360470052,840360470052
40.85355,-73.9661,2026-01-01T15:00,PM2.5,UG/M3,0.0,-0.4,0,1,Fort Lee Near Road,New Jersey Dept. of Environmental Protection,340030010,840340030010
40.8197,-73.9481,2026-01-01T15:00,PM2.5,UG/M3,1.7,1.8,9,1,CCNY,New York Dept. of Environmental Conservation,360610135,840360610135
40.8492,-73.9319,2026-01-01T15:00,PM2.5,UG/M3,7.6,5.9,42,1,Manhattan/IS143,New York Dept. of Environmental Conservation,360610115,840360610115
40.694401,-73.928596,2026-01-01T15:00,PM2.5,UG/M3,2.4,2.4,13,1,Bklyn - PS274,New York Dept. of Environmental Conservation,360470118,840360470118
40.8367,-73.9214,2026-01-01T15:00,PM2.5,UG/M3,8.4,6.3,47,1,Morrisania,New York Dept. of Environmental Conservation,360050080,840360050080
40.816101,-73.902199,2026-01-01T15:00,PM2.5,UG/M3,2.2,2.3,12,1,Bronx - IS52,New York Dept. of Environmental Conservation,360050110,840360050110
39.739444,-75.558056,2026-01-01T16:00,PM2.5,UG/M3,2.4,2.5,13,1,MLK,Delaware Dept. of Natural Resources and Environment,100032004,840100032004
38.986672,-75.5568,2026-01-01T16:00,PM2.5,UG/M3,1.1,1.1,6,1,KILLENS,Delaware Dept. of Natural Resources and Environment,100010002,840100010002
39.155,-75.518056,2026-01-01T16:00,PM2.5,UG/M3,1.3,1.4,7,1,Dover,Delaware Dept. of Natural Resources and Environment,840100010003,840100010003
39.7611,-75.4919,2026-01-01T16:00,PM2.5,UG/M3,2.1,2.5,12,1,RIVER ROAD PARK; BELLEFONTE,Delaware Dept. of Natural Resources and Environment,100031003,840100031003
40.6119,-75.4325,2026-01-01T16:00,PM2.5,UG/M3,1.9,2.3,11,1,Allentown,Pennsylvania Dept. of Environmental Protection,420770004,840420770004
39.818715,-75.413973,2026-01-01T16:00,PM2.5,UG/M3,1.8,2.1,10,1,Marcus Hook,Pennsylvania Dept. of Environmental Protection,420450109,840420450109
39.8356,-75.3725,2026-01-01T16:00,PM2.5,UG/M3,2.4,2.4,13,1,Chester,Pennsylvania Dept. of Environmental Protection,420450002,840420450002
40.6281,-75.3411,2026-01-01T16:00,PM2.5,UG/M3,1.5,1.6,8,1,Freemansburg,Pennsylvania Dept. of Environmental Protection,420950025,840420950025
41.083099,-75.3283,2026-01-01T16:00,PM2.5,UG/M3,1.7,1.6,9,1,Swiftwater,Pennsylvania Dept. of Environmental Protection,420890002,840420890002
40.1122,-75.3092,2026-01-01T16:00,PM2.5,UG/M3,1.7,2.0,9,1,Norristown,Pennsylvania Dept. of Environmental Protection,420910013,840420910013
39.800339,-75.21212,2026-01-01T16:00,PM2.5,UG/M3,2.4,2.6,13,1,Clarksboro,New Jersey Dept. of Environmental Protection,340150002,840340150002
39.988842,-75.207205,2026-01-01T16:00,PM2.5,UG/M3,1.8,2.0,10,1,MON,Philadelphia Air Management Services,421010076,840421010076
39.922516,-75.186783,2026-01-01T16:00,PM2.5,UG/M3,2.3,2.6,13,1,RIT,Philadelphia Air Management Services,421010055,840421010055
39.9603,-75.1424,2026-01-01T16:00,PM2.5,UG/M3,2.6,3.0,14,1,FAB,Philadelphia Air Management Services,421010057,840421010057
39.923969,-75.122314,2026-01-01T16:00,PM2.5,UG/M3,0.0,0.5,0,1,South Camden,New Jersey Dept. of Environmental Protection,340070010,840340070010
40.00892,-75.09777,2026-01-01T16:00,PM2.5,UG/M3,2.5,2.8,14,1,LABP,Philadelphia Air Management Services,421010004,840421010004
39.991389,-75.080833,2026-01-01T16:00,PM2.5,UG/M3,2.4,2.6,13,1,NEW,Philadelphia Air Management Services,421010048,840421010048
39.989036,-75.050008,2026-01-01T16:00,PM2.5,UG/M3,0.0,0.2,0,1,Pennsauken PM,New Jersey Dept. of Environmental Protection,840340071007,840340071007
39.422272,-75.0252,2026-01-01T16:00,PM2.5,UG/M3,0.0,-1.1,0,1,Millville,New Jersey Dept. of Environmental Protection,340110007,840340110007
40.054171,-74.985166,2026-01-01T16:00,PM2.5,UG/M3,5.2,5.9,29,1,TOR,Philadelphia Air Management Services,421010075,840421010075
